Meter #,Service Delivery Point,Meter Type,Meter Size,Longitude,Latitude
3000019562,2057287,Water Residential Inside,0.75,30.23992214,-97.36041146
3000022404,2063347,Water Residential Outside,0.75,30.23221775,-97.33673857
3000024812,2063363,Water Residential Outside,0.75,30.2322071,-97.33464497
3000019849,2071348,Water Residential Outside,0.75,30.23189117,-97.330265
3000019925,2071358,Water Residential Outside,0.75,30.23192136,-97.33030065
3000019924,2071366,Water Residential Outside,0.75,30.2318351,-97.33131068
3000019816,2071378,Water Residential Outside,0.75,30.23187176,-97.33214247
3000018631,2072608,Water Residential Outside,0.75,30.25144117,-97.33142602
3000026571,2072749,Water Residential Outside,0.75,30.25425668,-97.31984385
3000006723,2080730,Water Residential Inside,0.75,30.25510636,-97.3673272
3000007941,2080731,Water Residential Inside,1,30.25511175,-97.36695884
3000005271,2080737,Water Residential Inside,0.75,30.2544443,-97.36629341
3000005140,2080739,Water Residential Inside,0.75,30.2544497,-97.36701825
3000006672,2087623,Water Residential Inside,0.75,30.25489179,-97.37928122
3000006043,2087637,Water Residential Inside,0.75,30.25491012,-97.37847319
3000006048,2087638,Water Residential Inside,0.75,30.25488604,-97.37816927
3000017272,2087641,Water Commercial Inside,1,30.25481846,-97.37671455
3000022299,2088126,Water Residential Inside,0.75,30.26589987,-97.3787762
3000022241,2088135,Water Residential Inside,0.75,30.26583193,-97.38016054
3000022295,2088139,Water Residential Inside,0.75,30.26584177,-97.38110658
3000020700,2168909,Irrigation Commercial Inside,1.5,0,0
3000026849,2002134,Water Commercial Inside,1,0,0
3000019093,2115050,Water Commercial Inside,0.75,30.27679796,-97.42965207
3000007077,2115052,Water Commercial Inside,0.75,30.27684864,-97.42967583
3000012888,2115137,Water Residential Outside,0.75,30.22194734,-97.46398125
3000025097,2120713,Water Residential Inside,0.75,30.22983598,-97.4080374
3000025099,2120721,Water Residential Inside,0.75,30.22978099,-97.40582009
3000024983,2120730,Water Residential Inside,0.75,30.22889788,-97.40558956
3000025888,2120732,Water Residential Inside,0.75,30.22889681,-97.40596505
3000025876,2120737,Water Residential Inside,0.75,30.22896208,-97.40805013
3000025877,2120738,Water Residential Inside,0.75,30.22894317,-97.40806117
3000027338,2121621,Water Residential Inside,0.75,30.22276338,-97.40698943
3000020581,2122884,Water Residential Inside,0.75,30.21691613,-97.41466796
3000020588,2122887,Water Residential Inside,0.75,30.21703042,-97.41368169
3000012230,2126607,Water Residential Outside,0.75,30.15887167,-97.38219248
3000014490,2126666,Water Residential Inside,0.75,30.2448865,-97.3703573
3000014619,2126669,Water Residential Inside,0.75,30.2448865,-97.3703573
3000028219,2133770,Irrigation Commercial Inside,0.75,30.23545486,-97.37651254
3000021907,2135779,Water Commercial Outside,1.5,30.14829813,-97.39557243
3000006687,2136961,Water Residential Inside,0.75,30.25577705,-97.36979881
3000006211,2136962,Water Residential Inside,0.75,30.25577705,-97.36979881
3000024081,2136966,Water Residential Inside,0.75,30.25579107,-97.3687056
3000018866,2141214,Water Residential Outside,0.75,30.15034254,-97.37254372
3000014936,2145988,Water Residential Inside,0.75,30.17963164,-97.3610056
3000026074,2145991,Water Commercial Inside,0.75,30.18780278,-97.46531924
3000014602,2146007,Water Residential Outside,0.75,30.14338445,-97.29393952
3000024154,2146008,Water Residential Outside,0.75,30.14349443,-97.29449207
3000015199,2146052,Water Residential Outside,0.75,30.14264475,-97.2951278
3000018343,2146328,Water Commercial Outside,0.75,30.2456262,-97.37054742
3000005740,2158656,Irrigation Commercial Inside,0.75,30.29052557,-97.42540206
3000019163,2159222,Water Residential Outside,0.75,30.27219884,-97.32034762
3000026075,2160320,Water Commercial Inside,0.75,30.18449357,-97.47143171
3000021411,2007958,Water Residential Outside,0.75,30.30690871,-97.32714697
3000021407,2007963,Water Residential Outside,0.75,30.30689253,-97.32711608
3000019072,2008008,Water Residential Outside,0.75,30.15858161,-97.40154944
3000026570,2013238,Water Residential Outside,0.75,30.14835528,-97.37269344
3000018073,2016283,Water Residential Outside,0.75,30.14982173,-97.30566777
3000018071,2016286,Water Residential Outside,0.75,30.14976782,-97.30461021
3000023526,2016375,Water Residential Outside,0.75,30.14338445,-97.3072957
3000021390,2016433,Water Residential Outside,0.75,30.14536954,-97.3176812
3000018117,2016473,Water Residential Outside,0.75,30.14998671,-97.30817502
3000022136,2019150,Water Residential Inside,0.75,30.22050138,-97.39128277
3000022872,2019174,Water Commercial Inside,0.75,30.22095533,-97.387409
3000004738,2022172,Water Residential Outside,0.75,30.15855142,-97.32263629
3000004754,2022176,Water Residential Outside,0.75,30.15940757,-97.32204216
3000004736,2022193,Water Residential Outside,0.75,30.16166655,-97.32156685
3000017827,2024258,Water Residential Outside,0.75,30.15220255,-97.29517533
3000017934,2024259,Water Residential Outside,0.75,30.15180359,-97.29441483
3000017956,2024260,Water Residential Outside,0.75,30.23829395,-97.36969186
3000018459,2024263,Water Residential Outside,0.75,30.15359568,-97.29568628
3000014940,2036497,Water Residential Inside,0.75,30.1800403,-97.35079834
3000025657,2036542,Water Commercial Inside,0.75,30.20565573,-97.34332886
3000017170,2036587,Water Commercial Inside,1.5,30.20609459,-97.3405792
3000025606,2036771,Water Residential Inside,0.75,30.20691623,-97.34719193
3000020856,2036833,Water Residential Inside,4,30.20390604,-97.35123478
3000024461,2037058,Water Residential Inside,0.75,30.20504112,-97.35743603
3000016011,2022994,Water Residential Inside,1,30.20736371,-97.37758199
3000025467,2023242,Water Commercial Inside,0.75,30.20571396,-97.38191918
3000022856,2023409,Water Residential Inside,0.75,30.20703484,-97.39265641
3000017251,2087062,Water Commercial Inside,4,30.23350642,-97.38887057
3000020899,2124050,Water Commercial Inside,4,30.23531792,-97.39406332
3000020017,2124056,Water Commercial Inside,3,30.23559503,-97.38612567
3000013083,2124056,Water Commercial Inside,3,30.23559503,-97.38612567
3000006566,2157598,Water Residential Inside,0.75,30.25751854,-97.3704452
3000025900,2120734,Water Residential Inside,0.75,30.22892713,-97.40617351
3000007157,2121801,Water Residential Outside,0.75,30.21898209,-97.45558016
3000007213,2172540,Water Residential Inside,4,30.24306422,-97.38608408
3000015592,2173648,Water Residential Inside,0.75,30.2081735,-97.44871195
3000007126,2173823,Water Residential Inside,0.75,30.2859223,-97.42295021
3000017888,2057313,Water Residential Inside,0.75,30.14958774,-97.29417718
3000019610,2057318,Water Residential Inside,0.75,30.24580195,-97.37017906
3000018341,2057329,Water Residential Inside,0.75,30.24848146,-97.36741038
3000017992,2057330,Water Residential Inside,0.75,30.24848146,-97.36741038
3000019824,2063409,Water Residential Outside,0.75,30.23216936,-97.33116809
3000015489,2063411,Water Residential Outside,0.75,30.24557564,-97.37066279
3000019448,2063439,Water Residential Outside,0.75,30.22965267,-97.33529139
3000014792,2071395,Water Residential Outside,0.75,30.2328841,-97.33229634
3000019791,2071402,Water Residential Outside,0.75,30.23369237,-97.33223287
3000023158,2072919,Water Residential Inside,0.75,30.30933374,-97.4111685
3000020537,2073426,Water Commercial Inside,0.75,30.28940727,-97.39554866
3000024398,2073566,Water Residential Inside,0.75,30.29533238,-97.40172173
3000018031,2073579,Water Residential Inside,0.75,30.29524396,-97.40110977
3000024245,2073836,Water Residential Inside,0.75,30.29185603,-97.39973138
3000017807,2079710,Water Residential Outside,0.75,30.26601416,-97.32762704
3000017809,2079713,Water Residential Outside,0.75,30.26604867,-97.32769833
3000017778,2079716,Water Residential Outside,0.75,30.26600877,-97.32631994
3000017638,2079727,Water Residential Outside,0.75,30.26611552,-97.3267596
3000005179,2080755,Water Residential Inside,0.75,30.25310509,-97.36764804
3000008298,2080762,Water Residential Inside,1.5,30.25314822,-97.36515266
3000006484,2080771,Water Residential Inside,0.75,30.25244303,-97.36666177
3000006481,2080778,Water Residential Inside,0.75,30.25222091,-97.36769557
3000006480,2080779,Water Residential Inside,0.75,30.25222091,-97.36769557
3000007955,2087648,Water Residential Inside,1,30.25583743,-97.37885819
3000021356,2088155,Water Residential Inside,1,30.26491001,-97.38077131
3000022303,2088167,Water Residential Inside,0.75,30.26486075,-97.3788492
3000020424,2092365,Water Commercial Outside,0.75,30.30288393,-97.32651236
3000022798,2092670,Water Residential Outside,0.75,30.31955094,-97.35604872
3000018853,2092702,Water Residential Outside,0.75,30.15033714,-97.37389835
3000023025,2068181,Water Residential Outside,0.75,30.16101419,-97.31914277
3000022525,2093669,Water Residential Inside,0.75,30.21761808,-97.40990893
3000015690,2068300,Water Residential Inside,0.75,30.23346976,-97.42807167
3000013991,2068326,Water Residential Outside,0.75,30.24566933,-97.37065436
3000026178,2093848,Water Residential Inside,0.75,30.22269782,-97.40891197
3000012069,2068429,Water Residential Outside,0.75,30.1534706,-97.3224937
3000027180,2093936,Water Residential Outside,0.75,30.1642048,-97.44047723
3000007208,2069062,Water Commercial Outside,0.75,30.2276514,-97.47042168
3000019467,2094719,Water Residential Inside,0.75,30.2856991,-97.39139684
3000012155,2069422,Water Residential Outside,0.75,30.15208287,-97.3221491
3000018768,2094832,Water Residential Inside,0.75,30.28445261,-97.39774697
3000028120,2057182,Water Residential Inside,0.75,0,0
3000027964,2016841,Water Residential Outside,1,0,0
3000014495,2115186,Water Residential Inside,0.75,30.24493179,-97.37073754
3000012110,2115212,Water Residential Outside,0.75,30.15606277,-97.31740077
3000024913,2115241,Irrigation Commercial Inside,0.75,30.21738114,-97.40722515
3000015493,2115247,Water Residential Inside,0.75,30.17890757,-97.34881422
3000021227,2115286,Water Commercial Outside,0.75,30.17760161,-97.44424985
3000008030,2115358,Irrigation Commercial Outside,1,30.22379981,-97.45970347
3000025884,2120855,Water Residential Inside,0.75,30.22882887,-97.40835823
3000025878,2120856,Water Residential Inside,0.75,30.22882241,-97.40819188
3000025883,2120857,Water Residential Inside,0.75,30.22884828,-97.40809681
3000025066,2120871,Water Residential Inside,0.75,30.22791558,-97.40847706
3000025072,2120875,Water Residential Inside,0.75,30.22783471,-97.40913061
3000008050,2121727,Water Residential Outside,1,30.22422789,-97.46788472
3000014731,2121767,Water Residential Inside,0.75,30.2125502,-97.45552788
3000027186,2121788,Water Residential Inside,0.75,30.20298485,-97.45263325
3000020613,2122908,Water Residential Inside,0.75,30.21748222,-97.41506009
3000020618,2122910,Water Residential Inside,0.75,30.21747251,-97.41469172
3000028363,2122914,Water Residential Inside,0.75,30.21797499,-97.41328956
3000024006,2122915,Water Residential Inside,0.75,30.21827044,-97.41393123
3000024008,2122916,Water Residential Inside,0.75,30.21778629,-97.41406194
3000014589,2127407,Water Residential Inside,0.75,30.24502021,-97.37011964
3000023296,2129539,Water Residential Inside,0.75,30.17653592,-97.34256361
3000025178,2129471,Water Residential Inside,0.75,30.17737374,-97.3447025
3000017563,2136818,Irrigation Commercial Inside,1,30.24024885,-97.35958442
3000005833,2136162,Water Residential Inside,0.75,30.20045954,-97.47713542
3000006004,2136169,Water Residential Inside,0.75,30.19831809,-97.4690314
3000006005,2136174,Water Residential Inside,0.75,30.19801617,-97.46917399
3000006254,2141710,Water Residential Inside,0.75,30.19763554,-97.48229846
3000006134,2141712,Water Residential Inside,0.75,30.19747273,-97.48270841
3000006146,2141716,Water Residential Inside,0.75,30.19734118,-97.48335008
3000006181,2141722,Water Residential Inside,0.75,30.19730451,-97.48510872
3000012641,2146889,Water Residential Outside,0.75,30.16177761,-97.31674841
3000027222,2147199,Water Residential Inside,0.75,30.28783959,-97.42620892
3000014289,2147332,Water Residential Inside,0.75,30.28886586,-97.42193892
3000016052,2161158,Water Commercial Outside,2,30.15952402,-97.30017795
3000015691,2163417,Water Commercial Inside,0.75,30.30673187,-97.33698349
3000020442,2008018,Water Residential Outside,0.75,30.15927818,-97.4003374
3000021520,2008024,Water Residential Outside,0.75,30.15894607,-97.39847656
3000021511,2008027,Water Residential Outside,0.75,30.16075972,-97.39727166
3000020220,2008034,Water Residential Outside,0.75,30.16019471,-97.39916576
3000015758,2013268,Water Residential Outside,0.75,30.14923946,-97.36920467
3000018476,2013286,Water Residential Outside,0.75,30.1497786,-97.3730012
3000022500,2016770,Water Residential Outside,0.75,30.15010639,-97.34369247
3000007975,2017041,Water Residential Outside,1,30.15198367,-97.35755961
3000026433,2017145,Water Residential Outside,0.75,30.15530798,-97.35456516
3000026169,2017274,Water Residential Outside,0.75,30.16365141,-97.35684651
3000022001,2019260,Water Residential Inside,0.75,30.21948457,-97.39043909
3000017356,2019263,Water Residential Inside,1,30.21862734,-97.38912011
3000017462,2019266,Water Residential Inside,1,30.21856588,-97.38895375
3000013952,2022206,Water Residential Outside,0.75,30.16086108,-97.32262441
3000004709,2022214,Water Residential Outside,0.75,30.157967,-97.32268382
3000015885,2022268,Water Residential Outside,1,30.15761548,-97.31297564
9208110510,2022311,Water Residential Outside,0.75,30.15760254,-97.31285681
3000015705,2022347,Water Residential Outside,0.75,30.15479256,-97.31040897
3000017955,2024297,Water Residential Outside,0.75,30.23827454,-97.36979287
3000019692,2024300,Water Residential Outside,0.75,30.152498,-97.29371375
3000027582,2024311,Water Residential Outside,0.75,30.15024226,-97.29164616
3000006156,2034348,Water Residential Outside,0.75,30.21963553,-97.31703953
3000025085,2022809,Water Residential Inside,0.75,30.20877086,-97.3839036
3000005211,2034358,Water Residential Outside,0.75,30.21866077,-97.31694447
3000005251,2034366,Water Residential Outside,0.75,30.21867263,-97.31804956
3000005218,2034368,Water Residential Outside,0.75,30.21821203,-97.31834408
3000023467,2037260,Water Residential Inside,0.75,30.20769474,-97.35877759
3000027293,2037280,Water Residential Inside,0.75,30.20890996,-97.36102936
3000024230,2037397,Water Residential Inside,1.5,30.21080196,-97.36255797
3000022709,2042589,Water Residential Outside,0.75,30.31848719,-97.35914001
3000017174,2124010,Water Commercial Inside,6,30.27201798,-97.41363416
3000014827,2167313,Water Commercial Inside,0.75,30.24360983,-97.38071903
3000020628,2167539,Irrigation Commercial Inside,0.75,30.3091472,-97.34755436
3000026503,2167764,Water Residential Inside,0.75,30.22873183,-97.40936827
3000020470,2141172,Water Commercial Inside,0.75,30.2190759,-97.4080683
3000023827,2167356,Irrigation Commercial Inside,1,30.27686158,-97.38243014
3000014185,2154473,Water Residential Inside,0.75,30.29587367,-97.42622984
3000022162,2019093,Water Residential Inside,0.75,30.22053481,-97.38807443
3000014887,2173690,Water Residential Inside,0.75,30.22714569,-97.45275208
3000014810,2173667,Water Residential Inside,0.75,30.235422,-97.34463489
3000020306,2163408,Water Commercial Inside,0.75,30.30664992,-97.33683614
3000008439,2150399,Water Residential Inside,0.75,30.16790435,-97.47519853
3000005784,2172066,Water Residential Inside,0.75,30.29789866,-97.42390083
3000026700,2063499,Water Residential Outside,0.75,30.23158386,-97.33921269
3000022248,2063616,Water Residential Outside,0.75,30.23154396,-97.34494016
3000019835,2071413,Water Residential Outside,0.75,30.23413505,-97.33223753
3000017253,2074084,Water Commercial Inside,4,30.30178584,-97.40317737
3000024611,2045786,Water Residential Inside,0.75,30.281193,-97.4227185
3000021391,2046455,Water Residential Inside,0.75,30.20719011,-97.34719787
3000026501,2046787,Water Residential Inside,0.75,30.20208018,-97.45306103
3000019235,2079734,Water Residential Outside,0.75,30.26684551,-97.32718737
3000019240,2079738,Water Residential Outside,0.75,30.26687678,-97.32397904
3000019236,2079739,Water Residential Outside,0.75,30.26688217,-97.32397904
3000019239,2079744,Water Residential Outside,0.75,30.26687247,-97.32401469
3000019193,2079760,Water Residential Outside,0.75,30.24554425,-97.37084449
3000020937,2080788,Water Commercial Inside,1.5,30.24877475,-97.36936628
3000016327,2080793,Water Commercial Inside,2,30.24750886,-97.36952075
3000020039,2080805,Water Commercial Inside,2,30.24647849,-97.3701823
3000017566,2080820,Irrigation Commercial Inside,1,30.24482073,-97.3682897
3000005125,2087676,Water Residential Inside,0.75,30.25621698,-97.37789688
3000008123,2087681,Water Residential Inside,1,30.25630324,-97.37837813
3000022282,2088175,Water Residential Inside,0.75,30.26487874,-97.38079032
3000022371,2088195,Water Residential Inside,0.75,30.26396976,-97.38175282
3000012196,2093049,Water Commercial Outside,0.75,30.15607681,-97.31792705
3000024900,2093071,Water Residential Inside,0.75,30.32093271,-97.36452288
3000018141,2093169,Water Residential Outside,0.75,30.15582016,-97.34224278
3000024894,2093395,Water Commercial Inside,0.75,30.28253113,-97.38150329
3000012142,2068638,Water Residential Outside,0.75,30.15411888,-97.32121794
3000025536,2094415,Water Residential Inside,0.75,30.29032402,-97.3878606
3000018275,2068911,Water Commercial Inside,0.75,30.19922492,-97.49025394
3000004729,2069781,Water Residential Outside,0.75,30.15763574,-97.32264126
3000026668,2069815,Water Residential Inside,0.75,30.20025251,-97.45086748
3000012062,2069913,Water Residential Outside,0.75,30.15300587,-97.32189956
3000012204,2070101,Water Residential Outside,0.75,30.15423199,-97.32143552
3000024811,2096300,Water Residential Inside,0.75,30.2607867,-97.40940985
3000018692,2071559,Water Residential Outside,0.75,30.20085203,-97.3334971
3000018693,2071560,Water Residential Outside,0.75,30.23800066,-97.33311685
3000019422,2071690,Water Residential Outside,0.75,30.23684151,-97.33447148
3000019964,2071740,Water Residential Outside,0.75,30.24289817,-97.3811064
3000019439,2071748,Water Residential Outside,0.75,30.23617514,-97.33560509
3000027286,2096684,Water Residential Inside,0.75,30.252539,-97.39918477
3000024338,2097226,Water Residential Inside,0.75,30.28210198,-97.43087599
3000008016,2097867,Irrigation Commercial Inside,1,30.2782849,-97.43212843
3000025815,2098067,Water Residential Outside,0.75,30.27686374,-97.45178363
3000020136,2098988,Water Residential Inside,1.5,30.29640957,-97.41185175
3000023238,2099020,Water Residential Inside,0.75,30.31755341,-97.36998893
3000023793,2099101,Water Commercial Inside,1,30.26175714,-97.38743276
3000018774,2100319,Water Residential Inside,0.75,30.2176321,-97.41097837
3000023372,2100642,Water Residential Inside,0.75,30.2565782,-97.40558956
3000028218,2057295,Water Residential Inside,0.75,0,0
3000028596,2014996,Water Residential Outside,0.75,0,0
3000012686,2115381,Water Residential Inside,0.75,30.17913779,-97.35250351
3000014895,2115531,Water Residential Inside,0.75,30.17801099,-97.34833862
3000014825,2115535,Water Commercial Inside,0.75,30.19769054,-97.4676126
3000012736,2115630,Water Residential Inside,0.75,30.17839162,-97.35250945
3000021518,2115664,Water Commercial Outside,0.75,30.15891291,-97.39762447
3000026489,2120884,Water Residential Inside,0.75,30.22883664,-97.40669026
3000023810,2120890,Water Residential Inside,1,30.22885475,-97.40497166
3000024622,2120898,Water Residential Inside,0.75,30.23079241,-97.40325461
3000024623,2120905,Water Residential Inside,0.75,30.23082799,-97.40065229
3000004965,2121840,Water Residential Outside,0.75,30.22646315,-97.45449884
3000024474,2122937,Water Residential Inside,0.75,30.21195984,-97.41300912
3000024480,2122940,Water Residential Inside,0.75,30.21193516,-97.41345334
3000023925,2122943,Water Residential Inside,0.75,30.2119248,-97.41434712
3000023927,2122955,Water Residential Inside,0.75,30.2119,-97.41575642
3000025702,2127891,Water Residential Inside,0.75,30.2470523,-97.36691862
3000015405,2137460,Water Residential Inside,0.75,30.17838084,-97.35858746
3000014528,2128065,Water Residential Inside,0.75,30.24557336,-97.37058307
3000007080,2136186,Water Residential Inside,0.75,30.19859628,-97.46931659
3000007092,2136187,Water Residential Inside,0.75,30.19858119,-97.46928094
3000006323,2141739,Water Residential Inside,0.75,30.19517385,-97.48857253
3000006296,2141749,Water Residential Inside,0.75,30.19324698,-97.48895278
3000006358,2141750,Water Residential Inside,0.75,30.19279087,-97.48870919
3000006357,2141751,Water Residential Inside,0.75,30.19279087,-97.48870919
3000006363,2141759,Water Residential Inside,0.75,30.19232505,-97.48724761
3000026598,2147687,Water Residential Outside,0.75,30.15613286,-97.42973525
3000017376,2147800,Irrigation Commercial Outside,1,30.151182,-97.39748848
3000014548,2147947,Water Residential Inside,0.75,30.19495142,-97.47709523
3000014551,2147948,Water Residential Inside,0.75,30.19496143,-97.47733148
3000017520,2164090,Water Commercial Outside,1,30.15844036,-97.29786082
3000015747,2164832,Water Residential Outside,0.75,30.14486384,-97.38233508
3000020248,2164880,Water Commercial Inside,0.75,30.30553714,-97.33399617
3000012779,2100872,Water Commercial Inside,0.75,30.26249145,-97.41382429
3000004984,2100874,Water Residential Inside,0.75,30.26059692,-97.41389558
3000017498,2008044,Water Residential Outside,1,30.16089127,-97.40027204
3000017756,2017832,Irrigation Commercial Outside,0.75,30.15024441,-97.37977435
3000017463,2019310,Water Commercial Inside,1,30.2186694,-97.38929835
3000021960,2019347,Water Residential Inside,0.75,30.21832435,-97.3886852
3000021649,2019354,Water Residential Inside,0.75,30.21797346,-97.38913887
3000022009,2019358,Water Residential Inside,0.75,30.21859284,-97.38954789
3000022008,2019360,Water Residential Inside,0.75,30.21816476,-97.3893744
3000022007,2019362,Water Residential Inside,0.75,30.21782332,-97.38934739
3000019786,2023713,Water Residential Outside,0.75,30.24564761,-97.37091663
3000018274,2023717,Water Residential Outside,0.75,30.15100352,-97.30759277
3000018249,2023720,Water Residential Outside,0.75,30.15101106,-97.30761059
3000018066,2023741,Water Residential Outside,0.75,30.15105204,-97.30706993
3000017549,2024400,Water Commercial Outside,1,30.15030156,-97.29188381
3000017822,2024415,Water Commercial Outside,0.75,30.15222304,-97.29515156
3000017564,2024419,Water Commercial Outside,1,30.15381888,-97.29415341
3000006361,2034395,Water Residential Outside,0.75,30.21765474,-97.31714648
3000024404,2037736,Water Residential Inside,0.75,30.2104066,-97.34764467
3000017587,2040755,Water Residential Inside,0.75,30.2212001,-97.35455328
3000019324,2038074,Water Residential Inside,0.75,30.21345056,-97.33900474
9208110490,2038125,Water Residential Inside,0.75,30.21641904,-97.34480945
3000018840,2038181,Water Residential Inside,0.75,30.21786069,-97.34584324
3000025521,2038210,Water Residential Inside,0.75,30.21891309,-97.34768982
3000022726,2042599,Water Residential Outside,0.75,30.317906,-97.35522346
3000022725,2042600,Water Residential Outside,0.75,30.317906,-97.35522346
3000022786,2042610,Water Residential Outside,0.75,30.31709083,-97.3468105
3000022751,2042619,Water Residential Outside,0.75,30.31843418,-97.34673816
3000012793,2168019,Water Residential Outside,0.75,30.2214384,-97.46342276
3000018771,2168495,Irrigation Commercial Inside,0.75,30.23684691,-97.38994596
3000020555,2089060,Irrigation Commercial Inside,0.75,30.2680866,-97.38044573
3000021429,2166559,Water Commercial Outside,0.75,30.14544179,-97.39754496
3000016340,2166094,Water Commercial Inside,2,30.2527126,-97.40492413
3000019880,2027531,Water Residential Inside,0.75,30.19465628,-97.38605437
3000006632,2157585,Water Residential Inside,0.75,30.2582161,-97.36997705
3000021461,2011103,Water Commercial Outside,0.75,30.15004278,-97.39174025
3000005646,2154574,Water Residential Inside,0.75,30.29652279,-97.42734207
3000021053,2019094,Water Residential Inside,0.75,30.22053398,-97.38807817
3000006708,2153144,Water Residential Inside,0.75,30.25751854,-97.3704452
3000005587,2172044,Water Residential Inside,0.75,30.29720965,-97.42235608
3000006574,2157578,Water Residential Inside,0.75,30.25843391,-97.36853924
3000012162,2164647,Water Residential Outside,0.75,30.16292273,-97.31905959
3000006807,2174846,Water Residential Outside,0.75,30.16359342,-97.34244954
3000006474,2151019,Water Residential Inside,0.75,30.29169213,-97.41844666
3000006729,2176035,Water Residential Inside,0.75,30.21095436,-97.44809405
3000014795,2071436,Water Residential Outside,0.75,30.23247236,-97.33213059
3000014696,2071442,Water Residential Outside,0.75,30.23196449,-97.33158398
3000014753,2071456,Water Residential Outside,0.75,30.23323373,-97.33137163
3000015174,2071457,Water Residential Outside,0.75,30.23322391,-97.33139861
3000014675,2071462,Water Residential Outside,0.75,30.23439384,-97.33120373
3000004652,2047112,Water Residential Outside,0.75,30.15744511,-97.32263629
3000004666,2047113,Water Residential Outside,0.75,30.15721868,-97.322565
3000021783,2076203,Water Residential Outside,0.75,30.14730112,-97.3715875
3000026596,2076312,Water Residential Inside,0.75,30.2182327,-97.36101748
3000021352,2079775,Water Residential Outside,1,30.26570793,-97.3289579
3000022835,2079814,Water Residential Outside,0.75,30.26227472,-97.33179787
3000004612,2054531,Water Residential Outside,0.75,30.16192749,-97.32243429
3000027825,2080050,Water Residential Outside,0.75,30.25825071,-97.33409137
3000014746,2082767,Water Residential Inside,0.75,30.2039003,-97.41950898
3000018984,2082768,Water Residential Outside,0.75,30.14946676,-97.37597534
3000021084,2083045,Water Residential Outside,0.75,30.32058119,-97.35640698
3000001928,2083284,Water Commercial Outside,3,30.24208192,-97.33445366
3000016315,2083304,Water Commercial Inside,2,30.19562189,-97.50401157
3000018767,2083651,Water Residential Inside,0.75,30.31575808,-97.37301903
3000006668,2087723,Water Residential Inside,0.75,30.25802242,-97.38013654
3000006676,2087727,Water Residential Inside,0.75,30.25814376,-97.38012748
3000006675,2087728,Water Residential Inside,0.75,30.25817873,-97.37977391
3000008156,2087736,Water Residential Inside,1,30.25882424,-97.38019619
3000022318,2088206,Water Residential Inside,0.75,30.26391045,-97.37890097
3000025573,2063283,Water Residential Outside,0.75,30.23367894,-97.34258738
3000022317,2088207,Water Residential Inside,0.75,30.26392878,-97.37858014
3000022972,2088209,Water Residential Inside,0.75,30.26372391,-97.37802165
3000022919,2088222,Water Residential Inside,0.75,30.26376867,-97.38208568
3000026201,2063308,Water Residential Outside,0.75,30.23365953,-97.33666979
3000022205,2063323,Water Residential Outside,0.75,30.23424719,-97.33455466
3000020022,2095514,Water Commercial Inside,3,30.28126246,-97.401831
3000019601,2095727,Water Residential Inside,0.75,30.27306067,-97.41117444
3000027203,2096082,Water Residential Inside,0.75,30.26233941,-97.4028803
3000018712,2071657,Water Residential Outside,0.75,30.24556905,-97.37048801
3000019424,2071662,Water Residential Outside,0.75,30.23743133,-97.33423383
3000019381,2071663,Water Residential Outside,0.75,30.23626572,-97.33430037
3000019429,2071667,Water Residential Outside,0.75,30.23591959,-97.33472577
3000019853,2071772,Water Residential Outside,0.75,30.23610505,-97.33546963
3000016001,2071779,Water Residential Outside,1,30.23653097,-97.33619448
3000019321,2071783,Water Residential Outside,0.75,30.23612662,-97.33541497
3000019319,2071787,Water Residential Outside,0.75,30.23472702,-97.33636678
3000016010,2071819,Water Residential Outside,1,30.23654068,-97.33643926
3000019349,2071832,Water Residential Outside,0.75,30.23843736,-97.33643213
3000020239,2097295,Water Residential Inside,0.75,30.27960902,-97.42983031
3000018753,2097574,Water Residential Inside,0.75,30.2805428,-97.40489561
3000005752,2097792,Water Residential Outside,0.75,30.29036478,-97.43548648
3000018994,2099204,Water Residential Outside,0.75,30.15041262,-97.37395776
3000018579,2099421,Water Residential Outside,0.75,30.16103576,-97.37961988
3000014398,2099507,Water Residential Outside,0.75,30.17177966,-97.41086549
3000020232,2099531,Water Commercial Outside,0.75,30.30471011,-97.32647441
3000012697,2099553,Water Residential Outside,0.75,30.14497705,-97.38595931
3000019657,2100670,Water Residential Inside,0.75,30.25568401,-97.40616445
3000008027,2100708,Water Commercial Inside,1,30.26785154,-97.41981318
3000004833,2100730,Water Residential Inside,0.75,30.26740082,-97.4210775
3000026031,2100773,Water Residential Inside,0.75,30.2663477,-97.42249194
3000004951,2100796,Water Residential Inside,0.75,30.26616512,-97.41968247
3000004929,2100931,Water Residential Inside,0.75,30.25996613,-97.41144061
3000012810,2100938,Water Residential Inside,0.75,30.2591391,-97.41059219
3000021573,2076552,Water Residential Inside,0.75,30.20208989,-97.45240748
3000006948,2076792,Water Commercial Inside,0.75,30.22578276,-97.50344376
3000018650,2076881,Water Residential Inside,0.75,30.17772525,-97.37480143
3000018596,2076973,Water Residential Inside,0.75,30.17790856,-97.35814186
3000022981,2102858,Water Residential Outside,0.75,30.25251268,-97.45670625
3000022982,2102860,Water Residential Outside,0.75,30.25252067,-97.45622183
3000022652,2104382,Water Residential Outside,0.75,30.25063908,-97.45872908
3000015819,2104398,Water Residential Outside,0.75,30.25023042,-97.45736851
3000019895,2105808,Water Residential Outside,0.75,30.25135182,-97.46418325
